startup_name,industry,funding_rounds,funding_amount_m,valuation_m,revenue_m,employees,funding_per_employee_m,revenue_per_employee_m,market_share,profitable,estimated_costs_m,profit_m,profit_margin,funding_efficiency,roi_percent,year_founded,startup_age,region,exit_status,ROI_norm,FundingEff_norm,Valuation_norm,RevenuePerEmp_norm,Age_norm,ROI_risk,FundingEff_risk,Valuation_risk,RevenuePerEmp_risk,Age_risk,ProfitMargin_risk,Exit_Adjustment,Risk_Score,risk_category
Startup_91,AI,1,237.11,2135.26,28.35,981,0.242,0.029,6.44,0,22.68,5.67,20,0.12,800.54,2008,14,Europe,Private,0.502720621,0.001194505,0.489736077,0.011149558,0.4375,0.497279379,0.998805495,0.510263923,0.988850442,0.5625,1,0.05,0.755198098,High Risk
Startup_92,Gaming,1,207.32,1971.27,4.56,1212,0.171,0.004,4.22,0,3.65,0.91,20,0.02,850.83,1994,28,South America,IPO,0.5448191,0.000199084,0.452081028,0.00153787,0.875,0.4551809,0.999800916,0.547918972,0.99846213,0.125,1,0,0.658212574,Medium Risk
Startup_93,EdTech,4,156.63,2258.25,3.73,1965,0.08,0.002,7.61,0,2.98,0.75,20,0.02,1341.77,2021,1,South America,Private,0.955791994,0.000199084,0.51797679,0.000768935,0.03125,0.044208006,0.999800916,0.48202321,0.999231065,0.96875,1,0.05,0.680075326,Medium Risk
Startup_94,E-Commerce,2,26.47,348.5,27.64,562,0.047,0.049,6.14,0,22.11,5.53,20,1.04,1216.58,2011,11,Asia,Acquired,0.850993655,0.010352379,0.079463888,0.018838908,0.34375,0.149006345,0.989647621,0.920536112,0.981161092,0.65625,1,-0.05,0.636060691,Medium Risk
Startup_95,E-Commerce,3,287.47,4016.2,27.63,887,0.324,0.031,8.97,0,22.1,5.53,20,0.1,1297.08,1995,27,Australia,Private,0.918381356,0.000995421,0.921633686,0.011918493,0.84375,0.081618644,0.999004579,0.078366314,0.988081507,0.15625,1,0.05,0.54579775,Very Low Risk
Startup_96,E-Commerce,1,227.64,2905.87,78.73,2199,0.104,0.036,8.2,1,31.49,47.24,60,0.35,1176.52,2011,11,Asia,Acquired,0.817458856,0.003483974,0.666681975,0.01384083,0.34375,0.182541144,0.996516026,0.333318025,0.98615917,0.65625,0,-0.05,0.458485071,Very Low Risk
Startup_97,EdTech,5,191.87,826.39,97.49,4766,0.04,0.02,2.6,1,39,58.49,60,0.51,330.7,1990,32,Australia,Private,0.109410839,0.005076647,0.189196016,0.00768935,1,0.890589161,0.994923353,0.810803984,0.99231065,0,0,0.05,0.742099156,Medium Risk
Startup_98,IoT,5,227.83,1090.83,37.18,2672,0.085,0.014,2.79,0,29.74,7.44,20,0.16,378.79,2009,13,Australia,Private,0.149667666,0.001592674,0.249916189,0.005382545,0.40625,0.850332334,0.998407326,0.750083811,0.994617455,0.59375,1,0.05,0.883344739,Very High Risk
Startup_99,E-Commerce,4,217.37,2025.78,42.95,4964,0.044,0.009,1.34,0,34.36,8.59,20,0.2,831.95,2011,11,Asia,Private,0.529014382,0.001990842,0.464597503,0.003460208,0.34375,0.470985618,0.998009158,0.535402497,0.996539792,0.65625,1,0.05,0.76276458,High Risk
Startup_100,Cybersecurity,2,191.35,1139.08,84.49,4682,0.041,0.018,3.44,0,67.59,16.9,20,0.44,495.29,2000,22,North America,Private,0.247191482,0.004379853,0.260995256,0.006920415,0.6875,0.752808518,0.995620147,0.739004744,0.993079585,0.3125,1,0.05,0.828388808,High Risk
Startup_101,EdTech,1,294.18,2565.35,26.89,4795,0.061,0.006,10,0,21.51,5.38,20,0.09,772.03,2002,20,South America,Private,0.478854493,0.000895879,0.588492466,0.002306805,0.625,0.521145507,0.999104121,0.411507534,0.997693195,0.375,1,0.05,0.72898731,Medium Risk
Startup_102,Gaming,2,271.06,2095.94,15.72,1615,0.168,0.01,4.12,1,6.29,9.43,60,0.06,673.24,1992,30,Australia,Private,0.396155971,0.000597253,0.480707499,0.003844675,0.9375,0.603844029,0.999402747,0.519292501,0.996155325,0.0625,0,0.05,0.634408731,Medium Risk
Startup_103,E-Commerce,1,194.18,1862.76,85.32,3493,0.056,0.024,2.28,0,68.26,17.06,20,0.44,859.3,1998,24,Australia,Acquired,0.551909458,0.004379853,0.427165183,0.00922722,0.75,0.448090542,0.995620147,0.572834817,0.99077278,0.25,1,-0.05,0.620687805,Medium Risk
Startup_104,Cybersecurity,4,208.11,2489.52,4.75,2459,0.085,0.002,7.65,0,3.8,0.95,20,0.02,1096.25,2001,21,North America,IPO,0.750263691,0.000199084,0.571080536,0.000768935,0.65625,0.249736309,0.999800916,0.428919464,0.999231065,0.34375,1,0,0.61099184,Low Risk
Startup_105,IoT,4,15.95,184.79,62.01,4499,0.004,0.014,5.47,0,49.61,12.4,20,3.89,1058.56,2012,10,Europe,IPO,0.718712853,0.038721879,0.041873131,0.005382545,0.3125,0.281287147,0.961278121,0.958126869,0.994617455,0.6875,1,0,0.724239059,Medium Risk
Startup_106,HealthTech,5,201.14,1861.51,56.24,1951,0.103,0.029,1.58,0,44.99,11.25,20,0.28,825.48,2003,19,North America,Private,0.523598252,0.002787179,0.42687816,0.011149558,0.59375,0.476401748,0.997212821,0.57312184,0.988850442,0.40625,1,0.05,0.743463843,Medium Risk
Startup_107,IoT,2,13.73,176.69,34.66,4815,0.003,0.007,3.87,1,13.86,20.8,60,2.52,1186.89,2022,0,North America,Private,0.826139731,0.025084611,0.040013226,0.002691273,0,0.173860269,0.974915389,0.959986774,0.997308727,1,0,0.05,0.68204247,Medium Risk
Startup_108,Gaming,5,176.68,1443.54,31.59,4804,0.037,0.007,4.2,1,12.64,18.95,60,0.18,717.04,2007,15,Australia,Private,0.432821577,0.001791758,0.330904741,0.002691273,0.46875,0.567178423,0.998208242,0.669095259,0.997308727,0.53125,0,0.05,0.694521852,Medium Risk
Startup_109,E-Commerce,2,299.81,4125.56,77.21,2813,0.107,0.027,7.56,1,30.88,46.33,60,0.26,1276.06,1998,24,South America,Acquired,0.900785213,0.002588095,0.946744706,0.010380623,0.75,0.099214787,0.997411905,0.053255294,0.989619377,0.25,0,-0.05,0.355717278,Very Low Risk
Startup_110,Gaming,5,166.96,643.69,8.73,3830,0.044,0.002,0.3,0,6.98,1.75,20,0.05,285.54,2012,10,North America,Private,0.071606757,0.000497711,0.147244814,0.000768935,0.3125,0.928393243,0.999502289,0.852755186,0.999231065,0.6875,1,0.05,0.928546706,Very High Risk
Startup_111,EdTech,3,142.23,2056.07,23.75,3541,0.04,0.007,2.76,0,19,4.75,20,0.17,1345.6,1999,23,Europe,Acquired,0.958998142,0.001692216,0.471552631,0.002691273,0.71875,0.041001858,0.998307784,0.528447369,0.997308727,0.28125,1,-0.05,0.516900436,Very Low Risk
Startup_112,FinTech,3,94.2,1022.67,73.27,3807,0.025,0.019,5.22,0,58.62,14.65,20,0.78,985.64,2008,14,Asia,Private,0.657670478,0.007764284,0.234265429,0.007304883,0.4375,0.342329522,0.992235716,0.765734571,0.992695117,0.5625,1,0.05,0.754043977,High Risk
Startup_113,E-Commerce,3,36.6,276.73,54.88,4182,0.009,0.013,2.76,1,21.95,32.93,60,1.5,656.09,1994,28,North America,Private,0.381799461,0.014931316,0.062984207,0.004998078,0.875,0.618200539,0.985068684,0.937015793,0.995001922,0.125,0,0.05,0.703866529,Medium Risk
Startup_114,FinTech,3,219.44,1177.48,12.89,4704,0.047,0.003,6.32,0,10.31,2.58,20,0.06,436.58,2012,10,North America,Private,0.198044501,0.000597253,0.269812586,0.001153403,0.3125,0.801955499,0.999402747,0.730187414,0.998846597,0.6875,1,0.05,0.878474526,Very High Risk
Startup_115,Cybersecurity,1,58.18,509.09,88.23,1975,0.029,0.045,4.87,0,70.58,17.65,20,1.52,775.03,2019,3,Europe,Private,0.481365836,0.0151304,0.116338236,0.017301038,0.09375,0.518634164,0.9848696,0.883661764,0.982698962,0.90625,1,0.05,0.84721157,High Risk
Startup_116,HealthTech,3,35.03,186.87,39.41,3827,0.009,0.01,3.68,1,15.76,23.65,60,1.13,433.46,2014,8,South America,Private,0.195432704,0.011248258,0.042350737,0.003844675,0.25,0.804567296,0.988751742,0.957649263,0.996155325,0.75,0,0.05,0.816962861,High Risk
Startup_117,AI,4,126.82,633.59,82.8,2824,0.045,0.029,9.5,1,33.12,49.68,60,0.65,399.6,2017,5,North America,Acquired,0.167088014,0.006470237,0.144925673,0.011149558,0.15625,0.832911986,0.993529763,0.855074327,0.988850442,0.84375,0,-0.05,0.717897664,Medium Risk
Startup_118,Gaming,4,238.7,2484.44,78.79,907,0.263,0.087,6.36,0,63.03,15.76,20,0.33,940.82,2014,8,North America,Private,0.620151015,0.00328489,0.569914077,0.033448674,0.25,0.379848985,0.99671511,0.430085923,0.966551326,0.75,1,0.05,0.728800856,Medium Risk
Startup_119,IoT,1,223.65,2074.8,62.48,369,0.606,0.169,1.39,0,49.98,12.5,20,0.28,827.7,1999,23,South America,Acquired,0.525456646,0.002787179,0.475853375,0.06497501,0.71875,0.474543354,0.997212821,0.524146625,0.93502499,0.28125,1,-0.05,0.615079145,Low Risk
Startup_120,HealthTech,3,16.94,187.04,49.5,4263,0.004,0.012,5.64,0,39.6,9.9,20,2.92,1004.13,2003,19,Europe,Private,0.673148722,0.029066295,0.042389772,0.00461361,0.59375,0.326851278,0.970933705,0.957610228,0.99538639,0.40625,1,0.05,0.759474053,High Risk
Startup_121,E-Commerce,3,136.82,1936.72,97.96,3124,0.044,0.031,7.83,1,39.18,58.78,60,0.72,1315.52,2019,3,North America,Private,0.933817743,0.007167032,0.444147727,0.011918493,0.09375,0.066182257,0.992832968,0.555852273,0.988081507,0.90625,0,0.05,0.587327225,Low Risk
Startup_122,FinTech,3,156.97,1473.5,14.58,2563,0.061,0.006,7.11,0,11.66,2.92,20,0.09,838.71,2014,8,South America,Acquired,0.534673274,0.000895879,0.337784095,0.002306805,0.25,0.465326726,0.999104121,0.662215905,0.997693195,0.75,1,-0.05,0.690138871,Medium Risk
Startup_123,IoT,5,193.54,1929.82,72.54,1868,0.104,0.039,1.8,1,29.02,43.52,60,0.37,897.12,2003,19,North America,IPO,0.583569121,0.003683058,0.442563363,0.014994233,0.59375,0.416430879,0.996316942,0.557436637,0.985005767,0.40625,0,0,0.575362469,Low Risk
Startup_124,FinTech,2,195.23,795.66,19.2,120,1.627,0.16,9.73,0,15.36,3.84,20,0.1,307.55,1999,23,Asia,Private,0.090031643,0.000995421,0.182139856,0.061514802,0.71875,0.909968357,0.999004579,0.817860144,0.938485198,0.28125,1,0.05,0.868869806,Very High Risk
Startup_125,EdTech,5,109.73,1274.14,33.89,2389,0.046,0.014,4.54,1,13.56,20.33,60,0.31,1061.16,2000,22,Australia,Private,0.72088935,0.003085805,0.292007458,0.005382545,0.6875,0.27911065,0.996914195,0.707992542,0.994617455,0.3125,0,0.05,0.605802001,Low Risk
Startup_126,FinTech,2,168.42,1313.48,30.94,4981,0.034,0.006,1.67,1,12.38,18.56,60,0.18,679.88,2000,22,Asia,Private,0.40171441,0.001791758,0.301040629,0.002306805,0.6875,0.59828559,0.998208242,0.698959371,0.997693195,0.3125,0,0.05,0.684960931,Medium Risk
Startup_127,EdTech,3,144.58,2128.32,94.71,3940,0.037,0.024,1.88,0,75.77,18.94,20,0.66,1372.07,2010,12,North America,Acquired,0.981156557,0.006569779,0.488142528,0.00922722,0.375,0.018843443,0.993430221,0.511857472,0.99077278,0.625,1,-0.05,0.541291443,Very Low Risk
Startup_128,Cybersecurity,3,265.56,3419.91,96.74,4940,0.054,0.02,1.07,1,38.7,58.04,60,0.36,1187.81,2010,12,Europe,Acquired,0.826909876,0.003583516,0.784714792,0.00768935,0.375,0.173090124,0.996416484,0.215285208,0.99231065,0.625,0,-0.05,0.436195206,Very Low Risk
Startup_129,IoT,5,159.31,1476.77,18.38,2495,0.064,0.007,8.05,0,14.7,3.68,20,0.12,826.98,2011,11,Australia,Private,0.524853924,0.001194505,0.338534946,0.002691273,0.34375,0.475146076,0.998805495,0.661465054,0.997308727,0.65625,1,0.05,0.782988685,High Risk
Startup_130,IoT,5,132.59,593.83,2.3,947,0.14,0.002,1.31,1,0.92,1.38,60,0.02,347.87,1996,26,Asia,Private,0.123784091,0.000199084,0.135796063,0.000768935,0.8125,0.876215909,0.999800916,0.864203937,0.999231065,0.1875,0,0.05,0.767279411,High Risk
Startup_131,AI,2,121.64,1619.39,72.03,1729,0.07,0.042,1.34,1,28.81,43.22,60,0.59,1231.3,2006,16,South America,Acquired,0.863315977,0.005872984,0.371283059,0.016147636,0.5,0.136684023,0.994127016,0.628716941,0.983852364,0.5,0,-0.05,0.474881805,Very Low Risk
Startup_132,E-Commerce,4,171.94,2165.99,41.86,2339,0.074,0.018,8.52,0,33.49,8.37,20,0.24,1159.74,1991,31,Europe,Private,0.803412078,0.002389011,0.496792237,0.006920415,0.96875,0.196587922,0.997610989,0.503207763,0.993079585,0.03125,1,0.05,0.626237281,Medium Risk
Startup_133,EdTech,2,241.29,1258.33,8.98,2772,0.087,0.003,3.51,1,3.59,5.39,60,0.04,421.5,2001,21,Asia,Acquired,0.185420817,0.000398168,0.288377198,0.001153403,0.65625,0.814579183,0.999601832,0.711622802,0.998846597,0.34375,0,-0.05,0.644510572,Medium Risk
Startup_134,AI,5,161.75,1058.39,68.41,1142,0.142,0.06,0.41,1,27.36,41.05,60,0.42,554.34,2007,15,South America,Private,0.296623081,0.004180768,0.242467383,0.023068051,0.46875,0.703376919,0.995819232,0.757532617,0.976931949,0.53125,0,0.05,0.738302761,Medium Risk
Startup_135,FinTech,5,198.67,2487.52,54.56,2532,0.078,0.022,0.61,0,43.65,10.91,20,0.27,1152.09,2000,22,North America,Private,0.797008153,0.002687637,0.5706213,0.008458285,0.6875,0.202991847,0.997312363,0.4293787,0.991541715,0.3125,1,0.05,0.644598496,Medium Risk
Startup_136,FinTech,1,221.49,1156.78,98.05,4122,0.054,0.024,1.51,0,78.44,19.61,20,0.44,422.27,2005,17,South America,Private,0.186065395,0.004379853,0.265059494,0.00922722,0.53125,0.813934605,0.995620147,0.734940506,0.99077278,0.46875,1,0.05,0.858339673,Very High Risk
Startup_137,AI,5,156.29,2190.1,22.82,3425,0.046,0.007,2.21,1,9.13,13.69,60,0.15,1301.31,2007,15,Asia,Private,0.921922349,0.001493132,0.502328326,0.002691273,0.46875,0.078077651,0.998506868,0.497671674,0.997308727,0.53125,0,0.05,0.546592847,Very Low Risk
Startup_138,IoT,1,128.33,1038.75,40.46,4783,0.027,0.008,6.68,1,16.18,24.28,60,0.32,709.44,2015,7,Asia,Private,0.426459509,0.003185347,0.237957686,0.00307574,0.21875,0.573540491,0.996814653,0.762042314,0.99692426,0.78125,0,0.05,0.734718039,Medium Risk
Startup_139,FinTech,4,263.06,1063.94,54.3,3911,0.067,0.014,1.66,0,43.44,10.86,20,0.21,304.45,2005,17,North America,Acquired,0.087436589,0.002090384,0.243741762,0.005382545,0.53125,0.912563411,0.997909616,0.756258238,0.994617455,0.46875,1,-0.05,0.78722913,High Risk
Startup_140,Gaming,2,125.54,1605.53,79.19,3642,0.034,0.022,1.28,0,63.35,15.84,20,0.63,1178.9,1995,27,South America,Acquired,0.819451188,0.006271153,0.368100554,0.008458285,0.84375,0.180548812,0.993728847,0.631899446,0.991541715,0.15625,1,-0.05,0.553024147,Low Risk
Startup_141,Cybersecurity,2,138.85,1038.89,54.93,2958,0.047,0.019,7.67,0,43.94,10.99,20,0.4,648.21,2001,21,South America,Private,0.375203,0.003981684,0.237989833,0.007304883,0.65625,0.624797,0.996018316,0.762010167,0.992695117,0.34375,1,0.05,0.802983706,High Risk
Startup_142,Cybersecurity,1,297.11,2768.47,61.33,2372,0.125,0.026,6.74,0,49.06,12.27,20,0.21,831.8,2002,20,North America,Private,0.528888814,0.002090384,0.635132467,0.009996155,0.625,0.471111186,0.997909616,0.364867533,0.990003845,0.375,1,0.05,0.708090426,Medium Risk
Startup_143,Gaming,2,0.57,2.48,22.69,4226,0,0.005,4.41,0,18.15,4.54,20,39.81,335.09,1993,29,South America,Private,0.113085771,0.396277125,1.15E-05,0.001922338,0.90625,0.886914229,0.603722875,0.999988519,0.998077662,0.09375,1,0.05,0.80155806,High Risk
Startup_144,AI,5,56.05,169.89,84.71,281,0.199,0.301,5.54,1,33.88,50.83,60,1.51,203.1,1991,31,North America,Private,0.002595054,0.015030858,0.038451824,0.115724721,0.96875,0.997404946,0.984969142,0.961548176,0.884275279,0.03125,0,0.05,0.776343583,High Risk
Startup_145,Gaming,3,115.5,1230.75,42.92,2004,0.058,0.021,3.19,0,34.34,8.58,20,0.37,965.58,2015,7,Europe,Private,0.640877965,0.003683058,0.282044335,0.008073818,0.21875,0.359122035,0.996316942,0.717955665,0.991926182,0.78125,1,0.05,0.773651174,High Risk
Startup_146,EdTech,1,279.81,2569.24,14.18,1232,0.227,0.012,4.88,1,5.67,8.51,60,0.05,818.21,2016,6,Asia,Acquired,0.517512431,0.000497711,0.58938568,0.00461361,0.1875,0.482487569,0.999502289,0.41061432,0.99538639,0.8125,0,-0.05,0.562672457,Low Risk
Startup_147,EdTech,2,21.47,217.33,66.45,3757,0.006,0.018,5.12,0,53.16,13.29,20,3.1,912.25,2016,6,Europe,Private,0.59623466,0.030858053,0.0493449,0.006920415,0.1875,0.40376534,0.969141947,0.9506551,0.993079585,0.8125,1,0.05,0.817579927,High Risk
Startup_148,AI,1,3.34,41.83,21.69,3740,0.001,0.006,3.93,0,17.35,4.34,20,6.49,1152.4,2004,18,Australia,Private,0.797267659,0.064602827,0.009046948,0.002306805,0.5625,0.202732341,0.935397173,0.990953052,0.997693195,0.4375,1,0.05,0.729809457,Medium Risk
Startup_149,Gaming,1,16.28,175.16,9.85,700,0.023,0.014,9.08,0,7.88,1.97,20,0.61,975.92,1997,25,Australia,Private,0.649533727,0.006072068,0.039661911,0.005382545,0.78125,0.350466273,0.993927932,0.960338089,0.994617455,0.21875,1,0.05,0.751520486,High Risk
Startup_150,EdTech,3,27.02,137.73,86.21,1314,0.021,0.066,0.26,0,68.97,17.24,20,3.19,409.73,1996,26,Australia,Private,0.175567982,0.031753932,0.03106731,0.025374856,0.8125,0.824432018,0.968246068,0.96893269,0.974625144,0.1875,1,0.05,0.860040893,Very High Risk
Startup_151,IoT,5,11.76,86.19,46.07,4157,0.003,0.011,7.84,1,18.43,27.64,60,3.92,632.91,2001,21,North America,Acquired,0.362395151,0.039020506,0.0192328,0.004229143,0.65625,0.637604849,0.960979494,0.9807672,0.995770857,0.34375,0,-0.05,0.63245282,Medium Risk
Startup_152,Gaming,1,144.19,2000.02,74.95,3239,0.045,0.023,1.33,1,29.98,44.97,60,0.52,1287.07,2002,20,South America,Private,0.910001842,0.00517619,0.458682544,0.008842753,0.625,0.089998158,0.99482381,0.541317456,0.991157247,0.375,0,0.05,0.538835507,Very Low Risk
Startup_153,IoT,2,174.44,2135.03,29.13,4119,0.042,0.007,8,1,11.65,17.48,60,0.17,1123.93,2006,16,Europe,Private,0.773435015,0.001692216,0.489683265,0.002691273,0.5,0.226564985,0.998307784,0.510316735,0.997308727,0.5,0,0.05,0.582446622,Low Risk
Startup_154,EdTech,4,81.87,792.47,78.72,2316,0.035,0.034,6.2,1,31.49,47.23,60,0.96,867.96,2006,16,Europe,Private,0.559158868,0.009556042,0.181407374,0.013071895,0.5,0.440841132,0.990443958,0.818592626,0.986928105,0.5,0,0.05,0.679127184,Medium Risk
Startup_155,Cybersecurity,1,119.79,726.85,11.28,2846,0.042,0.004,8.45,1,4.51,6.77,60,0.09,506.77,2010,12,Europe,Acquired,0.256801554,0.000895879,0.166339844,0.00153787,0.375,0.743198446,0.999104121,0.833660156,0.99846213,0.625,0,-0.05,0.672938779,Medium Risk
Startup_156,EdTech,1,27.96,185.23,35.66,4213,0.007,0.008,1.07,0,28.53,7.13,20,1.28,562.48,1997,25,Europe,Acquired,0.303437191,0.01274139,0.041974163,0.00307574,0.78125,0.696562809,0.98725861,0.958025837,0.99692426,0.21875,1,-0.05,0.736709939,Medium Risk
Startup_157,IoT,3,101.24,1192.96,97.81,3564,0.028,0.027,5.63,1,39.12,58.69,60,0.97,1078.35,1994,28,Australia,IPO,0.735279345,0.009655584,0.273367072,0.010380623,0.875,0.264720655,0.990344416,0.726632928,0.989619377,0.125,0,0,0.534186893,Very Low Risk
Startup_158,HealthTech,5,156.99,2074.48,79.42,3403,0.046,0.023,5.06,1,31.77,47.65,60,0.51,1221.41,2015,7,Europe,IPO,0.855036917,0.005076647,0.475779897,0.008842753,0.21875,0.144963083,0.994923353,0.524220103,0.991157247,0.78125,0,0,0.540657044,Very Low Risk
Startup_159,E-Commerce,4,219.82,2430.57,49.78,546,0.403,0.091,7.09,0,39.82,9.96,20,0.23,1005.71,2005,17,South America,Private,0.674471362,0.002289468,0.557544557,0.034986544,0.53125,0.325528638,0.997710532,0.442455443,0.965013456,0.46875,1,0.05,0.688919601,Medium Risk
Startup_160,FinTech,2,1.5,19.07,34.04,2699,0.001,0.013,5.39,1,13.62,20.42,60,22.69,1171.33,2017,5,Australia,Private,0.813114233,0.225861039,0.003820843,0.004998078,0.15625,0.186885767,0.774138961,0.996179157,0.995001922,0.84375,0,0.05,0.634601396,Medium Risk
Startup_161,Gaming,4,140.46,1713.59,87.23,4679,0.03,0.019,5.45,0,69.78,17.45,20,0.62,1119.98,2018,4,Europe,Private,0.770128413,0.006171611,0.392913071,0.007304883,0.125,0.229871587,0.993828389,0.607086929,0.992695117,0.875,1,0.05,0.733700881,Medium Risk
Startup_162,HealthTech,2,89.45,429.04,54.53,1093,0.082,0.05,4.35,0,43.62,10.91,20,0.61,379.64,2001,21,North America,Private,0.150379213,0.006072068,0.097957319,0.019223376,0.65625,0.849620787,0.993927932,0.902042681,0.980776624,0.34375,1,0.05,0.877988679,Very High Risk
Startup_163,EdTech,5,255.92,2069.71,75.87,3368,0.076,0.023,3.16,1,30.35,45.52,60,0.3,708.73,2019,3,Asia,Private,0.425865158,0.002986263,0.47468462,0.008842753,0.09375,0.574134842,0.997013737,0.52531538,0.991157247,0.90625,0,0.05,0.711032352,Medium Risk
Startup_164,Cybersecurity,2,214.81,1038.78,75.44,29,7.407,2.601,4.87,0,60.35,15.09,20,0.35,383.58,2012,10,Asia,IPO,0.153677443,0.003483974,0.237964575,1,0.3125,0.846322557,0.996516026,0.762035425,0,0.6875,1,0,0.693939158,Medium Risk
Startup_165,AI,3,176.94,1030.29,1.89,1577,0.112,0.001,1.27,0,1.51,0.38,20,0.01,482.28,2005,17,Asia,Private,0.236300624,9.95E-05,0.236015118,0.000384468,0.53125,0.763699376,0.999900458,0.763984882,0.999615532,0.46875,1,0.05,0.852319998,Very High Risk
Startup_166,EdTech,3,83.54,1122.04,12.71,2963,0.028,0.004,9.62,1,5.08,7.63,60,0.15,1243.12,2003,19,Australia,Private,0.873210668,0.001493132,0.257082566,0.00153787,0.59375,0.126789332,0.998506868,0.742917434,0.99846213,0.40625,0,0.05,0.583230641,Low Risk
Startup_167,Cybersecurity,3,273.15,2369.5,66,4241,0.064,0.016,7.17,1,26.4,39.6,60,0.24,767.47,1999,23,Europe,Acquired,0.475037252,0.002389011,0.543521788,0.00615148,0.71875,0.524962748,0.997610989,0.456478212,0.99384852,0.28125,0,-0.05,0.526436895,Very Low Risk
Startup_168,E-Commerce,3,14.01,132.03,16.25,1772,0.008,0.009,9.53,0,13,3.25,20,1.16,842.4,1996,26,Australia,Acquired,0.537762226,0.011546884,0.029758488,0.003460208,0.8125,0.462237774,0.988453116,0.970241512,0.996539792,0.1875,1,-0.05,0.677017262,Medium Risk
Startup_169,EdTech,4,33.29,171.16,25.62,4748,0.007,0.005,2.34,1,10.25,15.37,60,0.77,414.15,2018,4,South America,Private,0.179268027,0.007664742,0.038743439,0.001922338,0.125,0.820731973,0.992335258,0.961256561,0.998077662,0.875,0,0.05,0.835050178,High Risk
Startup_170,IoT,5,117.79,794.76,94.67,2240,0.053,0.042,8.81,0,75.74,18.93,20,0.8,574.73,1992,30,North America,Private,0.313691841,0.007963369,0.1819332,0.016147636,0.9375,0.686308159,0.992036631,0.8180668,0.983852364,0.0625,1,0.05,0.796522241,High Risk
Startup_171,AI,2,37.77,217.67,56.06,205,0.184,0.273,8.11,0,44.85,11.21,20,1.48,476.3,2004,18,North America,Private,0.231294681,0.014732232,0.04942297,0.104959631,0.5625,0.768705319,0.985267768,0.95057703,0.895040369,0.4375,1,0.05,0.859822493,Very High Risk
Startup_172,Cybersecurity,2,286.95,1570.83,75.1,3203,0.09,0.023,6.8,1,30.04,45.06,60,0.26,447.42,2008,14,Asia,Acquired,0.20711882,0.002588095,0.360132811,0.008842753,0.4375,0.79288118,0.997411905,0.639867189,0.991157247,0.5625,0,-0.05,0.648606341,Medium Risk
Startup_173,Cybersecurity,3,239.5,2552,55.84,261,0.918,0.214,6.29,1,22.34,33.5,60,0.23,965.55,2002,20,Asia,Private,0.640852852,0.002289468,0.585427066,0.082276048,0.625,0.359147148,0.997710532,0.414572934,0.917723952,0.375,0,0.05,0.576673426,Low Risk
Startup_174,Cybersecurity,3,78.07,474.87,55.3,3752,0.021,0.015,3.23,0,44.24,11.06,20,0.71,508.26,2010,12,Asia,Private,0.258048854,0.00706749,0.10848071,0.005767013,0.375,0.741951146,0.99293251,0.89151929,0.994232987,0.625,1,0.05,0.87943713,Very High Risk
Startup_175,E-Commerce,1,176.77,1870.97,9.51,4647,0.038,0.002,8.18,1,3.8,5.71,60,0.05,958.42,2016,6,Europe,Acquired,0.634884227,0.000497711,0.429050346,0.000768935,0.1875,0.365115773,0.999502289,0.570949654,0.999231065,0.8125,0,-0.05,0.557956509,Low Risk
Startup_176,EdTech,5,294.71,1090.86,34.43,2246,0.131,0.015,5.07,1,13.77,20.66,60,0.12,270.15,2018,4,South America,Private,0.058723568,0.001194505,0.249923078,0.005767013,0.125,0.941276432,0.998805495,0.750076922,0.994232987,0.875,0,0.05,0.834226693,High Risk
Startup_177,E-Commerce,4,265.32,1247.35,28.31,3180,0.083,0.009,0.8,0,22.65,5.66,20,0.11,370.13,2009,13,South America,IPO,0.142418256,0.001094963,0.285855993,0.003460208,0.40625,0.857581744,0.998905037,0.714144007,0.996539792,0.59375,1,0,0.830154013,High Risk
Startup_178,Gaming,2,180.44,1135.78,39.13,3611,0.05,0.011,3.2,0,31.3,7.83,20,0.22,529.45,2014,8,South America,Private,0.275787306,0.002189926,0.260237517,0.004229143,0.25,0.724212694,0.997810074,0.739762483,0.995770857,0.75,1,0.05,0.865945189,Very High Risk
Startup_179,FinTech,1,271.17,2756.32,79.85,3341,0.081,0.024,9.36,0,63.88,15.97,20,0.29,916.45,1995,27,South America,Acquired,0.59975054,0.002886721,0.632342608,0.00922722,0.84375,0.40024946,0.997113279,0.367657392,0.99077278,0.15625,1,-0.05,0.568874546,Low Risk
Startup_180,FinTech,1,296.76,3297.03,37.26,4902,0.061,0.008,8.52,1,14.9,22.36,60,0.13,1011.01,1991,31,Asia,Acquired,0.678908068,0.001294047,0.756499336,0.00307574,0.96875,0.321091932,0.998705953,0.243500664,0.99692426,0.03125,0,-0.05,0.419202912,Very Low Risk
Startup_181,Gaming,2,223.13,1854.79,45.22,418,0.534,0.108,9.82,1,18.09,27.13,60,0.2,731.26,2011,11,North America,IPO,0.444725343,0.001990842,0.425335127,0.041522491,0.34375,0.555274657,0.998009158,0.574664873,0.958477509,0.65625,0,0,0.634016853,Medium Risk
Startup_182,EdTech,4,19.96,166.66,39.8,2019,0.01,0.02,6.32,1,15.92,23.88,60,1.99,734.97,2021,1,Asia,Acquired,0.447831037,0.019808879,0.037710158,0.00768935,0.03125,0.552168963,0.980191121,0.962289842,0.99231065,0.96875,0,-0.05,0.674145539,Medium Risk
